no,ELE,SLP,TMP,PPT,AREA
BR_0002836,278.85,0.55,23.78,1376.58,10200
BR_0002841,1396.79,1.49,15.09,1711.93,533
BR_0002843,1209.71,1.29,16.15,1632.23,2820
BR_0002857,1024.92,1.75,16.8,1636.3,3230
BR_0002876,1045.45,1.08,16.23,1631.52,801
BR_0002878,996.58,1.09,16.41,1651.08,2010
BR_0002879,954.33,1.3,16.62,1665.89,3710
BR_0002881,821.43,1.1,17.23,1627.2,420
BR_0002890,837.33,1.69,18.37,1938.26,1500
BR_0002891,645.58,0.58,19.43,1822.39,3710
BR_0002896,1098.28,0.99,16.28,1793.87,740
BR_0002902,603.54,1.23,19.59,2008.97,266
BR_0002904,687.95,1.55,19.22,1989.46,642
BR_0002905,639.29,1.45,19.37,1988.17,1010
BR_0002908,784,1.06,18.04,1933.87,8240
BR_0002914,494.67,0.84,19.95,1965.85,300
BR_0002917,663.84,1.44,19.21,1987.37,609
BR_0002919,489.75,0.64,20.36,1852.93,2020
BR_0002922,513.35,0.41,20.17,1823.45,502
BR_0002924,460.39,0.58,20.33,1832.12,1540
BR_0002926,359.35,0.6,20.61,1799.53,2260
BR_0002928,309.4,0.56,21.09,1802.65,329
BR_0002931,272.97,0.61,21.03,1809.02,1260
BR_0002933,410.39,0.46,19.85,1733.91,609
BR_0002936,367.57,0.46,19.95,1740.37,970
BR_0002942,364.5,0.45,19.95,1742.18,2160
BR_0002951,284.05,0.66,20.25,1774.42,378
BR_0002956,557.9840431,0.85051961,19.28831722,1703.302885,128630.5
BR_0002959,412.11,0.56,19.32,1689.03,1540
BR_0002964,150.12,0.27,19.01,1475.23,6010
BR_0002965,165.57,0.3,19.05,1476.58,12100
BR_0002974,195.66,0.43,19.46,1572.91,29400
BR_0002979,158.41,0.5,19.38,1517.85,1160
BR_0002985,211.09,0.41,18.87,1425.89,4570
BR_0003005,911.22,2,18.5,1574.2,212
BR_0003006,857.43,1.48,18.5,1591.57,582
BR_0003012,850.9,1.3,18.37,1618.73,1360
BR_0003014,804.59,1.3,18.39,1591.21,1700
BR_0003015,800.38,1.31,18.44,1568.02,3240
BR_0003016,857.03,1.56,18.15,1648.8,417
BR_0003023,758.56,1.52,18.76,1548.22,7350
BR_0003035,760.41,1.63,19.65,1747.29,3140
BR_0003036,775.72,1.64,19.62,1763.85,2930
BR_0003055,436.56,2.37,21.49,1957.13,596
BR_0003063,410.19,3.17,21.52,1787.37,69.8
BR_0003067,317.09,2.41,21.5,1917.15,1760
BR_0003068,483.8141449,2.0670842,20.92882592,1833.590306,3916.206
BR_0003080,488.17,3.57,20.45,1860.4,213
BR_0003090,468.490504,3.922767631,19.50555601,1906.865299,369.0512
BR_0003098,770.97,6.54,20.09,1961.92,56.1
BR_0003099,650.53,5.44,20.09,1972.48,57.7
BR_0003112,697.6097271,4.352559999,18.62175981,1731.622527,381.336
BR_0003119,535.05,2.82,18.1,1694.5,358
BR_0003120,696.6244168,3.28928,18.10106859,1766.447009,31.615
BR_0003132,895.91,2.86,17.24,1696.08,434
BR_0003137,638.76,1.91,17.71,1640.48,5160
BR_0003138,679.36,1.48,17.58,1560.97,1430
BR_0003145,602.39,1.86,17.81,1627.06,9790
BR_0003158,695.8069441,2.495365255,18.25783495,1686.637821,273.6703
BR_0003159,574.95,2.8,18.49,1697.12,827
BR_0003169,606.17,2.55,18.55,1703.54,1964
BR_0003172,458.6615017,3.374302337,19.31348835,1705.601557,536.271
BR_0003173,518.16,3.15,18.03,1588.04,599
BR_0003176,478.3083775,2.90595901,18.29610658,1561.045271,844.2426
BR_0003179,758.3607126,3.004041482,17.52466417,1679.079487,633.6043
BR_0003188,562.56,2.88,19.45,1660.19,620
BR_0003190,647.3283148,5.92126623,17.70341839,1601.51567,124.9072
BR_0003193,313.38,3.09,17.7,1473.02,355
BR_0003197,648.5406755,4.606470153,16.66445933,1799.816484,385.6446
BR_0003200,198.84,1.31,19.78,1613.07,932
BR_0003203,187.86,0.5,19.23,1512.13,965
BR_0003204,172.39,0.58,19.41,1536,2970
BR_0003208,327.44,1.43,19.16,1539.74,62
BR_0003211,232.63,0.71,19.47,1538.31,690
BR_0003214,293.63,0.68,19.65,1597.52,27300
BR_0003221,400.35,1.73,19.6,1408.92,805
BR_0003260,610.63,1.76,18.06,1838.68,3030
BR_0003261,361.39,2.08,19.02,1661.98,870
BR_0003263,566.1,4.46,17.91,1901.34,442
BR_0003264,331.62,3.05,17.98,1712.32,1720
BR_0003267,366.35,2.39,18.29,1830.65,1460
BR_0003270,302.94,2.13,18.48,1764.4,3130
BR_0003271,94.34339558,1.03572982,19.06602576,1613.913462,117.2625
BR_0003273,117.906948,1.121309618,19.06602576,1591.496154,198.4788
BR_0003291,243.29,0.77,18.76,1481.43,15600
BR_0003308,129.64,1.33,18.29,1428.94,131
BR_0003309,220.42,0.92,18.29,1468.1,386
BW_0000004,1091.77,0.26,21.63,415.94,646
BW_0000005,1105.05,0.26,21.2,441.47,2497
BW_0000006,1151,0.36,20.9,474.98,788
BW_0000007,1007.37,0.27,21.63,385.61,11370
BY_0000011,156.49,0.11,6.15,696.12,4580
BY_0000012,195.54,0.21,6,682.84,314
BY_0000030,138.72,0.11,8.27,661.62,313
CA_0000009,275.17,0.77,3.96,1042.08,2260
CA_0000011,381.22,0.98,3.18,1141.43,1150
CA_0000013,264.76,0.61,3.74,1109.9,339
CA_0000014,325.78,0.99,3.13,1134.86,182
CA_0000017,202.32,0.38,4.49,1060.57,199
CA_0000018,250.93,0.57,4.23,1036.61,6060
CA_0000025,176.55,0.45,4.92,1074.58,1210
CA_0000026,186.01,0.57,4.64,1034.84,484
CA_0000030,226.94,1.15,4.46,1153.42,350
CA_0000031,232.53,0.92,4.54,1139.85,156
CA_0000036,293.88,0.75,3.79,1105.84,39900
CA_0000039,175.07,0.52,4.46,1132.1,240
CA_0000040,170.28,0.43,5.19,1130.99,531
CA_0000043,228.93,0.65,4.65,1173.49,1450
CA_0000050,117.35,0.35,5.72,1226.32,557
CA_0000052,77.4,0.31,5.55,1159.9,1050
CA_0000056,146.61,1.02,5.54,1240.69,1100
CA_0000070,124.22,0.43,5.87,1162.13,3550
CA_0000071,105.84,0.48,6.35,1200.02,115
CA_0000074,157.15,0.41,5.27,1129.66,357
CA_0000077,347.11,0.81,2.95,1122.36,3160
CA_0000081,263.04,1.22,2.88,1142.7,558
CA_0000084,401.62,1.24,2.68,1204.39,1140
CA_0000090,478.93,1.68,1.89,1219.82,1680
CA_0000092,440.57,1.45,2.69,1152.66,1340
CA_0000093,424.03,1.18,2.79,1179.52,1910
CA_0000097,362.75,1.53,2.62,1083.27,645
CA_0000098,336.85,1.19,2.71,1223.35,534
CA_0000101,478.03,1.57,2.38,1121.95,659
CA_0000106,282.7,0.84,3.51,1146.44,510
CA_0000109,327.18,0.88,2.94,1135.79,7740
CA_0000112,206.25,0.45,3.98,1147.91,217
CA_0000121,88.62,0.54,4.5,1106.35,175
CA_0000122,63.21,0.3,4.85,1119.74,173
CA_0000123,97.94,0.24,4.93,1134.57,383
CA_0000125,290.97,0.71,3.94,1191.79,611
CA_0000126,60.04,0.22,4.99,1162.95,484
CA_0000129,230.08,0.5,4.3,1186.84,28.70000076
CA_0000130,238.33,0.61,3.85,1145.98,948
CA_0000139,88.21,0.6,5.52,1220.77,391
CA_0000140,200.15,1.23,5.68,1357.31,129
CA_0000163,63.1,0.28,6.19,1073.18,114
CA_0000165,36.72,0.29,6.2,1055.81,45.40000153
CA_0000177,39.05,0.13,6.16,1157.78,37.5
CA_0000180,82.35,0.45,6.16,1093.2,70.09999847
CA_0000185,44.9,0.19,6.16,1154.34,16.79999924
CA_0000188,39.7,0.2,6.16,1222.38,147
CA_0000203,127.59,0.85,6.7,1297.46,546
CA_0000242,176.51,0.9,6.26,1260.38,202
CA_0000247,205.78,1.24,6.41,1313.77,89
CA_0000248,105.78,0.35,6.02,1299.25,63.20000076
CA_0000253,168.3,1.34,6.2,1286.5,298
CA_0000258,137.25,1.19,6.25,1227.93,249
CA_0000276,171.92,0.26,6.84,1404.72,295
CA_0000286,120.96,0.2,7.2,1415.4,17.70000076
CA_0000292,163.17,0.51,6.93,1413.48,370
CA_0000299,93.97,1.02,6.81,1438.68,13.10000038
CA_0000309,120.37,0.35,5.79,1500.28,389
CA_0000316,122.61,1.15,6.16,1386.21,193
CA_0000333,91.29,0.9,6.04,1516.44,199
CA_0000334,47.12,0.31,6.11,1503.67,17.20000076
CA_0000354,480.67,0.89,2.46,815.97,225.8099976
CA_0000355,336.26,1.08,2.7,737.1,45.63000107
CA_0000356,429.2005777,0.397405203,2.029967985,761.5132479,70.8053
CA_0000357,468.84,0.39,1.7,773.08,406.8399963
CA_0000368,378.15,0.35,0.59,848.12,651.9099731
CA_0000372,377.26,0.56,1.35,821.28,1190
CA_0000373,325.59,0.45,1.5,829.53,1324.170044
CA_0000374,477.5925827,0.713581,2.111111099,888.6141026,18.6587
CA_0000377,328.58,0.4,1.26,826.71,4221.72998
CA_0000378,341.96,0.35,1.59,859.8,210.0200043
CA_0000387,344.6804218,0.453847319,2.36132479,969.7705128,34.6006
CA_0000391,435.91,0.63,3.26,1158.4,1227.640015
CA_0000392,480.45,0.6,3.26,1104.4,1138.670044
CA_0000395,436.23,1.49,3.13,1202.06,10.35999966
CA_0000404,335.51,0.6,4.18,1008.46,108.4899979
CA_0000408,484.9,0.57,2.92,997.36,1451.660034
CA_0000416,443.61,0.47,3.52,959.42,9010
CA_0000417,439.51,0.53,3.68,978.64,1205.150024
CA_0000423,399.04,0.42,4.62,995.64,157.0800018
CA_0000448,229.0028941,0.411675,5.597436012,931.9987179,20.7573
CA_0000468,388.5475505,0.615665154,3.395275736,867.3556476,1296.203
CA_0000512,437.72,0.46,4.76,1136.3,610.1699829
CA_0000525,290.83,0.49,7.55,907.41,176.0299988
CA_0000533,289.09,0.4,7.18,923.43,347.0499878
CA_0000546,276.54,0.86,6.96,1052.11,168.4600067
CA_0000548,292.62,0.71,7.22,974.75,94.80000305
CA_0000549,282.71,0.63,7.22,972.33,127
CA_0000551,226.94,0.24,6.96,1020.5,121.4899979
CA_0000553,467.8626068,0.567246575,6.385042912,1072.132967,274.0944
CA_0000555,257.7016396,0.542380396,6.957051522,1063.364103,57.0733
CA_0000558,235.94,0.42,6.82,1076.2,243.6100006
CA_0000560,442.71,0.54,6.47,917.62,175.6799927
CA_0000561,308.62,0.54,6.93,948.29,2686.370117
CA_0000572,249.4450352,0.169926958,6.968750183,1094.200449,360.374
CA_0000594,297.42,0.18,7.07,1202.37,669.9199829
CA_0000596,455.4469924,0.210543424,6.444444522,1120.285256,52.4775
CA_0000609,366.79,0.1,6.95,1113.59,340.269989
CA_0000611,324.82,0.15,7.3,1174.61,370.5599976
CA_0000616,350.96,0.13,7.1,1116.21,2544.780029
CA_0000626,239.19,0.13,8.56,1020.81,112.5299988
CA_0000657,380.18,0.27,6.51,923.9,231.4900055
CA_0000658,369.86,0.33,7.73,978.11,47.43000031
CA_0000665,349.71,0.45,7.73,971.94,25.10000038
CA_0000666,387.54,0.12,7.02,1013.94,326
CA_0000667,462.12,0.18,6.69,1033.75,274.7099915
CA_0000670,434.139162,0.124092557,6.739743734,1053.708262,36.3755
CA_0000671,362.44,0.53,7.73,981.81,14.89999962
CA_0000683,246.86,0.28,8.04,929.83,388.6400146
CA_0000685,284.08,0.17,7.73,974.95,91.90000153
CA_0000710,249.42,0.17,8.56,1012.08,664.5499878
CA_0000711,268.7835238,0.261608824,8.546184711,1023.815263,142.3941
CA_0000712,249.6202465,0.305324475,8.660043117,1023.177308,156.3687
CA_0000713,244.3089007,0.211662248,8.500641273,1014.896581,87.7945
CA_0000734,362.19,0.1,7.78,1050.33,140.3500061
CA_0000737,337.66,0.19,7.73,1007.63,148.8500061
CA_0000742,369.2902004,0.186919488,7.727350663,1027.815385,50.1553
CA_0000748,268.5,0.2,8.5,1023.45,148.5899963
CA_0000754,226.5,0.09,8.73,992.73,1149.319946
CA_0000757,220.7,0.11,8.93,984.23,248.7200012
CA_0000759,212.67,0.1,9.03,963.77,535.6099854
CA_0000762,186.61,0.06,9.85,939.31,14.19999981
CA_0000778,207.53,0.09,8.89,940.56,166.1399994
CA_0000779,183.5951385,0.281513,8.89081214,933.5051282,16.6571
CA_0000781,191.651178,0.071938953,8.845513063,953.3723077,72.5037
CA_0000801,414.01,0.55,6.9,902.96,414.7000122
CA_0000804,237.5299377,0.230788,8.89081214,956.3794872,5.9144
CA_0000805,292.1241772,0.247330227,8.044658257,955.945584,66.4643
CA_0000806,270.2561068,0.240373806,8.04465827,962.9571795,108.2379
CA_0000807,363.42,0.21,6.51,923.11,18.89999962
CA_0000808,382.52,0.56,6.9,903.83,644.8400269
CA_0000832,252.13,1.06,8.36,914.58,93.5
CA_0000833,228.17,0.53,8.36,898.05,181.3099976
CA_0000835,190.7,0.37,8.13,871.22,318.5
CA_0000836,308.93,0.57,7.45,863.6,296.2799988
CA_0000838,163.06,0.69,7.96,854.68,58
CA_0000839,269.88,0.74,8.36,915.87,83.58000183
CA_0000859,235.89,0.69,8.13,909.86,257.4599915
CA_0000881,232.28,0.67,7.51,955.24,63.77000046
CA_0000882,214.69,0.76,7.48,947.54,241.8699951
CA_0000891,94.51,0.14,8.7,967.06,13.89999962
CA_0000896,369.56,0.34,5.67,1046.76,1251.73999
CA_0000899,310.3695084,0.61443733,7.179914597,910.6354701,44.962
CA_0000901,360.21,0.36,6.01,993.72,241
CA_0000902,340.8,0.28,6.01,1006.44,326
CA_0000905,268.76,0.37,7.01,955.72,116.1500015
CA_0000914,296.43,0.31,6.07,1002.68,12000
CA_0000917,194.17,0.38,7.22,957.81,160.5200043
CA_0000921,153.75,1.32,7.26,966.59,32.97999954
CA_0000943,140.42,0.28,7.61,999.39,105.1999969
CA_0000945,138.45,0.22,7.61,1006.21,144.1699982
CA_0000947,108.2164078,0.197234,7.608119842,1017.948718,5.9678
CA_0000958,346.42,0.29,2.19,993.26,23400
CA_0000960,346.38,0.29,2.19,993.26,23400
CA_0000961,316.34,0.32,1.6,951.68,2590
CA_0000968,311.83,0.27,2.23,876.09,1782.25
CA_0000976,364.5,0.38,2.63,834.52,4300
CA_0000990,298.09,0.75,4.57,961.04,909
CA_0001034,322.03,0.42,3.73,973.28,90900
CA_0001039,114.75,0.24,6.33,915.67,258.480011
CA_0001040,183.31,0.26,5.95,886.21,212.2599945
CA_0001043,98.75252741,0.521096334,6.686965991,932.6846154,24.0245
CA_0001044,325.5462117,0.407984515,5.627869459,989.9718407,379.7441
CA_0001045,327.52507,0.454329101,5.576210694,997.932906,158.7017
CA_0001061,111.53,0.08,7.44,942.56,411.1199951
CA_0001070,168.9545786,0.206983893,6.526398793,954.7732821,540.8567
CA_0001085,314.41,0.49,3.93,993.64,143000
CA_0001111,436.9,0.69,3.62,1204.43,311
CA_0001118,382.18,0.87,3.74,1126.5,5460
CA_0001119,598.56,1.97,3.48,1181.21,39.90000153
CA_0001122,430.63,0.92,3.33,1214.6,39.09999847
CA_0001126,289.3,0.63,4.4,1121.29,1330
CA_0001131,455.78,0.63,1.95,1074.49,1050
CA_0001137,428.58,0.61,2.28,1079.74,4530
CA_0001138,381.78,0.95,3.1,1103.75,883
CA_0001144,443.59,0.5,1.86,1056.08,6840
CA_0001153,356.97,0.52,3.14,1052.13,22500
CA_0001164,102.14925,0.132387,7.440812148,952.6487179,11.2552
CA_0001165,85.19,0.14,6.6,1045.55,365.1000061
CA_0001175,91.43429331,0.149716119,6.594786351,1052.408333,128.6731
CA_0001176,98.63702784,0.136107892,6.597436049,1061.366667,93.1222
CA_0001177,231.93,0.33,5.57,915.13,772000
CA_0001178,64.30838871,0.096642587,6.597436061,1034.155128,28.967
CA_0001199,389.64,0.73,2.11,982.24,1570
CA_0001226,186.26,0.68,6.44,1060.48,2490
CA_0001253,387.05,1.22,3.62,1166.54,1340
CA_0001254,437.38,1.26,3.52,1195.4,1260
CA_0001261,155.86,0.59,5.66,1084.84,647
CA_0001268,425.99,0.82,2.96,1130.99,774
CA_0001275,239.31,0.76,5.33,1205.64,1540
CA_0001276,314.55,1.11,4.98,1271.81,342
CA_0001285,396.18,0.75,4.57,1220.94,1230
CA_0001307,505.36,1.44,4.31,1327.03,738
CA_0001321,401,0.87,4.55,1260.34,2930
CA_0001323,374.14,0.73,4.64,1231.74,1730
CA_0001330,342.7,0.87,5.07,1204.58,9630
CA_0001339,222.18,0.61,6.35,1290.79,139
CA_0001341,245.99,0.55,6.3,1300.87,67.09999847
CA_0001343,250.95,1.11,6.4,1322.9,209
CA_0001349,54.68,0.12,6.35,1087.22,316
CA_0001363,244.66,0.46,6.22,1310.48,30.5
CA_0001365,140.3555635,0.490557989,6.308063532,1185.895759,3548.689
CA_0001369,153.02,0.66,6.47,1164.45,404
CA_0001376,48.54,0.43,6.92,1101.61,309
CA_0001384,386.98,0.72,3.02,1243.67,4480
CA_0001389,578.18,1.32,1.86,1496.41,642
CA_0001391,560.3,1.36,2.41,1484.06,1550
CA_0001400,163.15,0.71,4.48,1341.69,355
CA_0001401,327.69,1.52,3.53,1451.81,213
CA_0001408,153.3138992,0.728563883,4.476282211,1285.368162,66.6254
CA_0001415,295.07,1.5,3.71,1397.97,357
CA_0001418,789.68,1.7,1.15,1594.06,9.170000076
CA_0001428,494.98,2.22,1.36,1132.52,865
CA_0001431,676.95,1.83,1.29,1241.85,1700
CA_0001432,305.76,0.79,3.39,1097.04,1050
CA_0001442,335.46,0.68,3.7,1101.13,795
CA_0001450,394.32,1.06,4.03,1207.47,821
CA_0001451,384.8,1.04,4.25,1213.97,1160
CA_0001452,112.7233615,0.564762217,4.663105586,1192.308262,66.7821
CA_0001461,542.3,1.3,4.03,1293.25,775
CA_0001469,370.56,0.62,3.82,1181.95,691
CA_0001486,342.26,1.27,4.7,1302.97,919
CA_0001487,263.84,0.89,4.97,1221.5,2330
CA_0001496,291.89,0.77,3.02,1100.41,1610
CA_0001502,273.65,1.04,2.92,1037.43,492
CA_0001508,206.29,0.8,3.21,1070.88,208
CA_0001510,407.13,2.56,2.06,1198.95,721
CA_0001517,560.2,3.39,1.96,1227.66,774
CA_0001522,212.23,1.82,3.05,1109.35,59.79999924
CA_0001542,440.16,0.41,-0.18,977.72,11100
CA_0001543,433.87,0.37,0.17,977.05,4330
CA_0001569,644.83,0.97,1.18,1352.94,1110
CA_0001570,508.19,1.97,0.98,1189.39,746
CA_0001572,589.72,1.41,1.54,1152.39,1100
CA_0001573,475.27,1.36,1.52,1240.23,572
CA_0001574,496.52,2.06,2.06,1099.39,736
CA_0001594,538.78,0.86,-0.35,1040.02,16100
CA_0001601,450.02,1.12,1.8,1125.38,767
CA_0001605,551.64,1.08,-1.63,994.38,45600
CA_0001606,582.23,0.85,-2.48,962.49,29300
CA_0001608,570.17,0.91,-1.67,981.98,17200
CA_0001609,565.72,0.95,-1.56,985.08,17900
CA_0001615,577.72,1.12,-2.25,917.47,19000
CA_0001626,610.26,1.28,-2.33,902.11,7230
CA_0001635,439.78,0.96,-1.32,1012.4,15600
CA_0001636,196.45,0.66,0.62,1108.51,2950
CA_0001641,463.52,0.52,-2.23,987.53,4540
CA_0001651,104.03,0.8,1.9,1084.76,306
CA_0001652,135.88,1.1,1.7,1215.29,33.59999847
CA_0001655,100.13,0.66,1.52,1083.22,200
CA_0001656,348.63,2.51,2.25,1173.13,95.69999695
CA_0001658,482.31,1.01,1.64,1204.61,627
CA_0001661,269.32,1.06,3.48,1380.38,640
CA_0001671,213.62,0.92,2.92,1097.49,20.39999962
CA_0001674,304.37,1.36,2.92,1192.97,7860
CA_0001676,225.6,2.3,3.54,1306.6,17
CA_0001677,512.88,1.05,1.74,1260.49,471
CA_0001679,448.8256226,2.10613,3.435042745,1318.105128,11.6791
CA_0001682,169.06,0.51,2.56,1105.87,93.19999695
CA_0001683,255.9823679,0.831988038,2.50940176,1049.965919,163.0301
CA_0001685,430.46,0.54,3.15,1563.52,469
CA_0001690,219.36,0.7,4.24,1200.93,378
CA_0001691,232.8,0.38,4.01,1175.78,508
CA_0001695,220.73,0.57,4.22,1245.42,773
CA_0001698,332.8376089,0.712518638,3.281163323,1312.96693,7334.881
CA_0001699,71.56714578,0.368889751,3.875854771,1128.457265,67.3978
CA_0001710,166.4371601,0.773209784,4.36445875,1205.631282,87.2992
CA_0001713,75.31,0.26,4.68,1063.37,399
CA_0001714,74.96,0.32,4.73,1061.93,554
CA_0001718,101.76,1.07,4.79,1157.64,36.70000076
CA_0001720,186.1815636,0.589099598,4.461135308,1284.914757,1858.696
CA_0001721,185.5664997,0.392068838,4.454751259,1306.53742,764.6756
CA_0001725,306.29,1.2,2.24,1628.84,205
CA_0001727,389.38,1.26,2.2,1611.23,230
CA_0001734,231.96,0.42,4.3,1528.5,99.5
CA_0001739,81.01,0.56,5.26,1428.77,115
CA_0001744,79.77,0.39,4.85,1285.35,67.40000153
CA_0001746,162.1,0.93,4.51,1264.11,106
CA_0001749,134.55,1.33,5.27,1410.62,37.20000076
CA_0001750,160.92,0.42,5.27,1498.22,104
CA_0001755,86.97,0.67,5.37,1441.69,28.89999962
CA_0001756,131.3,0.51,5.37,1371.17,11.19999981
CA_0001759,198.07,0.55,5.28,1527.45,112
CA_0001767,214.68,1.13,5.26,1493.06,17.29999924
CA_0001771,157.7584679,0.771592,5.327136828,1483.528205,19.7487
CA_0001773,164.8454298,0.769054552,5.313889051,1499.299145,39.46168
CA_0001777,159.54,0.24,5.08,1585.47,15.5
CA_0001785,356.36,0.24,1.36,975.44,22200
CA_0001799,347.3,0.34,-0.32,914.08,9820
CA_0001806,481.71,0.42,-2.85,883.49,21400
CA_0001823,447.9,0.35,-3.23,834.81,13200
CA_0001834,452.67,0.25,-4.64,697.95,21000
CA_0001881,219.95,0.38,-5,597.47,2140
CA_0001883,355.29,0.48,-5.35,628.68,3680
CA_0001887,295.0904778,2.374700646,-3.91858969,835.8004274,74.0604
CA_0001888,147.9556489,1.29159,-3.918589788,840.5025641,30.8917
CA_0001898,475.36,0.93,-4.08,848.95,7570
CA_0001935,180.6524506,0.884937286,-0.489438322,946.0051282,65.5608
CA_0001938,406.83,0.9,-2.84,898.05,4480
CA_0001939,421.08,0.6,-1.6,1071.02,10900
CA_0001940,313.32,0.54,-1.17,1060.1,2310
CA_0001945,220.37,0.1,-1,528.37,9190
CA_0001958,236.74,0.11,-1.84,667.49,4350
CA_0001961,238.64,0.11,-1.88,680.78,7950
CA_0001970,276.19,0.1,-0.93,719.6,36000
CA_0001973,408.91,0.12,0.79,724.89,5390
CA_0001976,406.9,0.17,0.62,763.65,11200
CA_0001991,298.14,0.37,0.99,820.88,2118.439941
CA_0001994,97.16,0.06,-0.14,727.85,4250
CA_0001995,29.93,0.04,-0.43,684.79,133
CA_0002009,326.81,0.19,1.79,838.51,34700
CA_0002012,285.0097361,0.133527747,0.849604233,843.0080109,1168.317
CA_0002013,252.75,0.17,1.1,825.3,22900
CA_0002026,201.25,0.15,0.01,807.29,6680
CA_0002049,1640.23,2.7,2.98,638.36,4401.100098
CA_0002079,1615.84,2.03,2.62,603.88,162
CA_0002153,1561.03,2.7,4.25,681.94,1631.400024
CA_0002165,1514.27,2.75,4.45,656.3,653
CA_0002271,935.9330614,0.920348746,4.293902226,372.0470962,1132.968
CA_0002328,2057.07,5.31,-0.47,674.51,899
CA_0002334,1723.31,1.56,1.07,568.27,332.5
CA_0002342,1884.56,4.13,0.74,645.26,7770
CA_0002378,2022.8,2.73,0.5,668.64,165.5
CA_0002380,1539.59,1.77,2.08,566.76,3952.199951
CA_0002399,1044.387271,0.268577938,5.290384696,398.3145299,36.135
CA_0002413,1382.39,1.97,2.74,496.77,25278
CA_0002426,2046.89,3.77,-0.15,663.47,2245.699951
CA_0002429,1183.41,0.62,2.88,494.24,2578.300049
CA_0002431,1108.87,0.52,2.62,537.24,644.5999756
CA_0002433,1587.61,2.05,1.43,582.43,5593.600098
CA_0002437,988.54,0.37,3.07,535.02,1915.900024
CA_0002497,789.3328612,0.212932085,4.246493896,335.2396969,2449.869
CA_0002513,2184.02,7.22,-1.12,931.24,1923.199951
CA_0002520,1738.96,2.92,0.65,635.47,2252.800049
CA_0002527,1794.73,2.24,0.18,644.19,1853.599976
CA_0002530,2150.3,6.16,-1.11,871.68,3890
CA_0002532,1102.12,0.62,2.36,593.7,1346.5
CA_0002540,1250.53,1.16,2.1,587.15,875.7000122
CA_0002591,685.3039959,0.088819538,2.86493656,404.779105,1590.598
CA_0002623,780.251072,0.210220617,3.189194186,482.3627106,282.4657
CA_0002635,791.21757,0.421624643,3.227564118,408.6717949,60.8033
CA_0002754,897.26,0.38,4.14,383.28,3730
CA_0002902,564.39,0.18,0.39,488.89,629
CA_0002906,434.1,0.3,0.94,459.94,12600
CA_0003004,383.03,0.05,3.08,509.83,225
CA_0003017,365.37,0.22,1.73,498.3,82300
CA_0003036,579.2082395,0.165038512,1.972222211,423.4940171,182.2174
CA_0003141,600.5830656,0.055834519,3.667361192,411.1717949,80.2044
CA_0003142,598.5657519,0.108257383,3.94829066,424.6905128,221.9866
CA_0003143,601.6011249,0.049506549,4.279700836,397.0003205,117.9903
CA_0003144,591.0817894,0.092968673,3.680551654,421.0805133,6663.632
CA_0003146,586.7222348,0.043886728,4.265659357,396.1531136,115.2174
CA_0003157,668.55,0.25,2.98,438.18,4710
CA_0003158,597.663298,0.084659139,3.308012932,444.9967521,176.7413
CA_0003188,645.35,0.19,2.94,461.45,3900
CA_0003207,486.04,0.19,3.26,528.12,7500
CA_0003276,448.7704664,0.690940559,3.395085619,574.2403846,33.3906
CA_0003306,258.857804,0.068705427,2.891880329,635.341514,146.007
CA_0003307,258.857804,0.068705427,2.891880329,635.341514,146.007
CA_0003315,456.37,0.17,2.09,781.09,5880
CA_0003318,449.34,0.19,2.29,767.08,358.019989
CA_0003332,414.13,0.48,2.6,724.44,7.25
CA_0003363,390.74,0.2,2.52,700.6,135000
CA_0003364,389.5,0.2,2.52,700.6,136000
CA_0003365,340.79,0.17,2.42,648.16,888
CA_0003391,408.55,0.23,2.59,781.3,2337.27002
CA_0003405,392.06,0.29,1.86,680.77,548
CA_0003408,327.11,0.12,1.64,610.84,9090
CA_0003413,295.76,0.08,0.62,581.68,6840
CA_0003428,301.39,0.15,-1.37,496.96,5810
CA_0003431,237.77,0.13,-1.93,506.59,886
CA_0003432,254.94,0.18,-2.72,520.14,6110
CA_0003433,259.95,0.15,-2.34,516.66,391
CA_0003434,250.02,0.06,-0.07,527.72,4610
CA_0003443,164.66,0.09,-3.43,511.53,1090
CA_0003444,516.2685191,0.331385714,2.661146659,515.2417227,875207.5
CA_0003445,515.7290204,0.331063152,2.661146659,515.2417227,876151.1
CA_0003447,122.01,0.06,-3.72,486.51,1560
CA_0003448,151.7,0.16,-4.38,474.31,2190
CA_0003479,478.43,0.2,1.19,469.3,2960
CA_0003480,591.84,0.32,0.82,461.35,2330
CA_0003483,534.21,0.33,1.21,454.45,1020
CA_0003484,487.42,0.22,1.12,451.05,4730
CA_0003485,504.06,0.23,-0.66,467.82,5940
CA_0003486,533.49,0.25,-0.87,487.05,3680
CA_0003488,556.73,0.29,0.7,496.06,5450
CA_0003493,520.82,0.24,0.7,463,119000
CA_0003495,512.66,0.27,-0.84,505.23,4540
CA_0003497,512.59,0.2,-1.78,489.52,7730
CA_0003501,445.85,0.23,-1.73,528.23,10200
CA_0003503,410.92,0.2,-3.03,481.11,63300
CA_0003507,376.38,0.21,-2.1,525.88,961
CA_0003510,475.5156791,0.240913331,-0.671016814,458.5177407,210744.4
CA_0003512,457.34,0.24,-0.84,460.54,244000
CA_0003514,285.6131415,0.236316497,-2.353046224,505.6646111,5929.282
